"Replicon","Enzymes","Size"
"NZ_CP091707.1 plasmid",8,58398
"NZ_CP091708.1 plasmid",0,5167
"NZ_CP091709.1 plasmid",0,4072
"NZ_CP091710.1 plasmid",0,3009
"NZ_CP091711.1 plasmid",0,2089
"NZ_CP091713.1 plasmid",0,4072
"NZ_CP091714.1 plasmid",1,3374
"NZ_CP091715.1 plasmid",0,1552
"NZ_CP091753.1 plasmid",56,252919
"NZ_CP091754.1 plasmid",23,109257
"NZ_CP091755.1 plasmid",0,3938
"NZ_CP091757.1 plasmid",61,298935
"NZ_CP091758.1 plasmid",4,40699
"NZ_CP091759.1 plasmid",0,5166
"NZ_CP091760.1 plasmid",0,4089
"NZ_CP091761.1 plasmid",0,3183
"NZ_CP091763.1 plasmid",21,181764
"NZ_CP091764.1 plasmid",14,94725
"NZ_CP091766.1 plasmid",14,94725
"NZ_CP091768.1 plasmid",14,94826
"NZ_CP091774.1 plasmid",26,109860
"NZ_CP091775.1 plasmid",1,5969
"NZ_CP091776.1 plasmid",0,2028
"NZ_CP091778.1 plasmid",0,8244
"NZ_CP091780.1 plasmid",21,103776
"NZ_CP091789.1 plasmid",48,205045
"NZ_CP091806.1 plasmid",28,164397
"NZ_CP091807.1 plasmid",27,121831
"NZ_CP091808.1 plasmid",13,76237
"NZ_CP091814.1 plasmid",76,376754
"NZ_CP091815.1 plasmid",16,72224
"NZ_CP091816.1 plasmid",0,23319
"NZ_CP091817.1 plasmid",3,15469
"NZ_CP091818.1 plasmid",1,4018
"NZ_CP091821.1 plasmid",9,84941
"NZ_CP091834.1 plasmid",54,256918
"NZ_CP091837.1 plasmid",12,76063
"NZ_CP091838.1 plasmid",4,6821
"NZ_CP091840.1 plasmid",19,90138
"NZ_CP091841.1 plasmid",4,6821
"NZ_CP091847.1 plasmid",58,349120
"NZ_CP091848.1 plasmid",30,171032
"NZ_CP091849.1 plasmid",15,72015
"NZ_CP091850.1 plasmid",1,6156
"NZ_CP091856.1 plasmid",40,158679
"NZ_CP091857.1 plasmid",43,232438
"NZ_CP091858.1 plasmid",13,31790
"NZ_CP091860.1 plasmid",10,80445
"NZ_CP091877.1 plasmid",2,16594
"NZ_CP091879.1 plasmid",0,3967
"NZ_CP091883.1 plasmid",4,16118
"NZ_CP091885.1 plasmid",3,68770
"NZ_CP091887.1 plasmid",3,68770
"NZ_CP091888.1 plasmid",3,29065
"NZ_CP091890.1 plasmid",7,77272
"NZ_CP091891.1 plasmid",9,59470
"NZ_CP091893.1 plasmid",32,172742
"NZ_CP091894.1 plasmid",4,43915
"NZ_CP091896.1 plasmid",3,29801
"NZ_CP091898.1 plasmid",3,31052
"NZ_CP091900.1 plasmid",16,65785
"NZ_CP091902.1 plasmid",13,88965
"NZ_CP091903.1 plasmid",10,43739
"NZ_CP091905.1 plasmid",18,54858
"NZ_CP091907.1 plasmid",28,149744
"NZ_CP091914.1 plasmid",27,247167
"NZ_CP091915.1 plasmid",31,168338
"NZ_CP091916.1 plasmid",12,55139
"NZ_CP091917.1 plasmid",3,55062
"NZ_CP091918.1 plasmid",5,33017
"NZ_CP091919.1 plasmid",3,35338
"NZ_CP091920.1 plasmid",6,39278
"NZ_CP091921.1 plasmid",4,33931
"NZ_CP091922.1 plasmid",5,35711
"NZ_CP091923.1 plasmid",4,30693
"NZ_CP091924.1 plasmid",2,17507
"NZ_CP091926.1 plasmid",53,263021
"NZ_CP091927.1 plasmid",16,101321
"NZ_CP091930.1 plasmid",10,83272
"NZ_CP091931.1 plasmid",7,61322
"NZ_CP091932.1 plasmid",0,35952
"NZ_CP091933.1 plasmid",0,26771
"NZ_CP091934.1 plasmid",1,24253
"NZ_CP091935.1 plasmid",0,13148
"NZ_CP091938.1 plasmid",5,90519
"NZ_CP091939.1 plasmid",9,74078
"NZ_CP091942.1 plasmid",10,58999
"NZ_CP091945.1 plasmid",10,83272
"NZ_CP091946.1 plasmid",7,61325
"NZ_CP091949.1 plasmid",11,89758
"NZ_CP091950.1 plasmid",5,74082
"NZ_CP091951.1 plasmid",9,57448
"NZ_CP091952.1 plasmid",7,41294
"NZ_CP091955.1 plasmid",10,169819
"NZ_CP091956.1 plasmid",5,47268
"NZ_CP091959.1 plasmid",7,178101
"NZ_CP091960.1 plasmid",6,67330
"NZ_CP091961.1 plasmid",5,43769
"NZ_CP091964.1 plasmid",13,65245
"NZ_CP091965.1 plasmid",9,38153
"NZ_CP091966.1 plasmid",9,28484
"NZ_CP091969.1 plasmid",2,47641
"NZ_CP091970.1 plasmid",1,44440
"NZ_CP091972.1 plasmid",7,39154
"NZ_CP091973.1 plasmid",91,411764
"NZ_CP091979.1 plasmid",76,279569
"NZ_CP091980.1 plasmid",11,55296
"NZ_CP091982.1 plasmid",44,225188
"NZ_CP091986.1 plasmid",58,355227
"NZ_CP091987.1 plasmid",30,171032
"NZ_CP092000.1 plasmid",8,19682
"NZ_CP092001.1 plasmid",2,5649
"NZ_CP092002.1 plasmid",1,4820
"NZ_CP092003.1 plasmid",1,4018
"NZ_CP092005.1 plasmid",1,4593
"NZ_CP092010.1 plasmid",10,63499
"NZ_CP092011.1 plasmid",0,5728
"NZ_CP092013.1 plasmid",0,4593
"NZ_CP092015.1 plasmid",0,3363
"NZ_CP092016.1 plasmid",2,3932
"NZ_CP092019.1 plasmid",6,44477
"NZ_CP092021.1 plasmid",8,50683
"NZ_CP092023.1 plasmid",10,30652
"NZ_CP092024.1 plasmid",8,50736
"NZ_CP092027.1 plasmid",6,25383
"NZ_CP092028.1 plasmid",1,4367
"NZ_CP092029.1 plasmid",2,15266
"NZ_CP092030.1 plasmid",2,15266
"NZ_CP092035.1 plasmid",10,30658
"NZ_CP092036.1 plasmid",6,44342
"NZ_CP092041.1 plasmid",39,250171
"NZ_CP092043.1 plasmid",29,110606
"NZ_CP092044.1 plasmid",16,90827
"NZ_CP092045.1 plasmid",1,4783
"NZ_CP092046.1 plasmid",1,4307
"NZ_CP092047.1 plasmid",0,2454
"NZ_CP092053.1 plasmid",2,13162
"NZ_CP092054.1 plasmid",0,3125
"NZ_CP092063.1 plasmid",1,4809
"NZ_CP092064.1 plasmid",0,5641
"NZ_CP092066.1 plasmid",0,5642
"NZ_CP092067.1 plasmid",16,117441
"NZ_CP092068.1 plasmid",0,2508
"NZ_CP092069.1 plasmid",1,4808
"NZ_CP092071.1 plasmid",0,9117
"NZ_CP092073.1 plasmid",2,20644
"NZ_CP092076.1 plasmid",10,62386
"NZ_CP092078.1 plasmid",47,241435
"NZ_CP092105.1 plasmid",22,146558
"NZ_CP092108.1 plasmid",0,6305
"NZ_CP092111.1 plasmid",6,64356
"NZ_CP092114.1 plasmid",6,127018
"NZ_CP092115.1 plasmid",8,100275
"NZ_CP092116.1 plasmid",6,51374
"NZ_CP092122.1 plasmid",2,3585
"NZ_CP092150.1 plasmid",6,63559
"NZ_CP092154.1 plasmid",15,100329
"NZ_CP092155.1 plasmid",8,64942
"NZ_CP092158.1 plasmid",14,99828
"NZ_CP092159.1 plasmid",17,97130
"NZ_CP092160.1 plasmid",13,96317
"NZ_CP092163.1 plasmid",11,86491
"NZ_CP092164.1 plasmid",4,64130
"NZ_CP092165.1 plasmid",12,115951
"NZ_CP092168.1 plasmid",8,84167
"NZ_CP092169.1 plasmid",12,84083
"NZ_CP092170.1 plasmid",14,94947
"NZ_CP092173.1 plasmid",3,12389
"NZ_CP092174.1 plasmid",1,4295
"NZ_CP092175.1 plasmid",0,3272
"NZ_CP092176.1 plasmid",0,3054
"NZ_CP092177.1 plasmid",0,2125
"NZ_CP092178.1 plasmid",0,1625
"NZ_CP092180.1 plasmid",0,1828
"NZ_CP092186.1 plasmid",5,10425
"NZ_CP092187.1 plasmid",30,139035
"NZ_CP092188.1 plasmid",33,170208
"NZ_CP092189.1 plasmid",121,310944
"NZ_CP092191.1 plasmid",62,191674
"NZ_CP092192.1 plasmid",84,268139
"NZ_CP092193.1 plasmid",11,103855
"NZ_CP092194.1 plasmid",134,430672
"NZ_CP092195.1 plasmid",11,72886
"NZ_CP092196.1 plasmid",79,522981
"NZ_CP092198.1 plasmid",1,7553
"NZ_CP092200.1 plasmid",1,7553
"NZ_CP092201.1 plasmid",4,57876
"NZ_CP092204.1 plasmid",17,169653
"NZ_CP092205.1 plasmid",14,133952
"NZ_CP092253.1 plasmid",11,84986
"NZ_CP092254.1 plasmid",13,70864
"NZ_CP092255.1 plasmid",2,40170
"NZ_CP092256.1 plasmid",0,5249
"NZ_CP092257.1 plasmid",1,4499
"NZ_CP092259.1 plasmid",42,214299
"NZ_CP092260.1 plasmid",6,38906
"NZ_CP092261.1 plasmid",1,5632
"NZ_CP092262.1 plasmid",0,3897
"NZ_CP092263.1 plasmid",0,3272
"NZ_CP092265.1 plasmid",6,48275
"NZ_CP092266.1 plasmid",8,36957
"NZ_CP092267.1 plasmid",5,36591
"NZ_CP092268.1 plasmid",13,30612
"NZ_CP092269.1 plasmid",5,28087
"NZ_CP092270.1 plasmid",0,7067
"NZ_CP092271.1 plasmid",0,2049
"NZ_CP092285.1 plasmid",54,210472
"NZ_CP092286.1 plasmid",9,46935
"NZ_CP092287.1 plasmid",0,1983
"NZ_CP092337.1 plasmid",38,212639
"NZ_CP092338.1 plasmid",27,108016
"NZ_CP092339.1 plasmid",0,12435
"NZ_CP092340.1 plasmid",0,8069
"NZ_CP092341.1 plasmid",3,6141
"NZ_CP092342.1 plasmid",1,5640
"NZ_CP092343.1 plasmid",0,3770
"NZ_CP092345.1 plasmid",148,513852
"NZ_CP092346.1 plasmid",888,2542150
"NZ_CP092347.1 plasmid",63,237978
"NZ_CP092349.1 plasmid",86,245228
"NZ_CP092350.1 plasmid",183,521856
"NZ_CP092351.1 plasmid",81,250967
"NZ_CP092352.1 plasmid",236,828029
"NZ_CP092353.1 plasmid",122,399699
"NZ_CP092354.1 plasmid",31,127383
"NZ_CP092355.1 plasmid",158,403934
"NZ_CP092366.2 plasmid",0,14660
"NZ_CP092371.1 plasmid",12,64592
"NZ_CP092372.1 plasmid",1,19757
"NZ_CP092374.1 plasmid",72,162186
"NZ_CP092375.1 plasmid",12,44886
"NZ_CP092376.1 plasmid",0,5601
"NZ_CP092377.1 plasmid",0,3782
"NZ_CP092378.1 plasmid",1,1527
"NZ_CP092386.1 plasmid",10,32130
"NZ_CP092388.1 plasmid",33,134664
"NZ_CP092389.1 plasmid",35,133343
"NZ_CP092390.1 plasmid",8,50994
"NZ_CP092391.1 plasmid",6,39414
"NZ_CP092392.1 plasmid",4,12668
"NZ_CP092393.1 plasmid",0,5296
"NZ_CP092394.1 plasmid",21,76239
"NZ_CP092395.1 plasmid",27,144867
"NZ_CP092396.1 plasmid",0,5940
"NZ_CP092397.1 plasmid",5,37899
"NZ_CP092398.1 plasmid",69,307227
"NZ_CP092399.1 plasmid",28,109314
"NZ_CP092400.1 plasmid",43,210837
"NZ_CP092401.1 plasmid",61,299847
"NZ_CP092404.1 plasmid",0,5128
"NZ_CP092405.1 plasmid",27,142759
"NZ_CP092406.1 plasmid",0,6940
"NZ_CP092407.1 plasmid",35,189738
"NZ_CP092408.1 plasmid",39,223240
"NZ_CP092409.1 plasmid",28,169162
"NZ_CP092410.1 plasmid",32,175354
"NZ_CP092413.1 plasmid",0,5683
"NZ_CP092414.1 plasmid",0,3133
"NZ_CP092416.1 plasmid",10,48395
"NZ_CP092420.1 plasmid",81,411369
"NZ_CP092421.1 plasmid",80,553597
"NZ_CP092422.1 plasmid",1,13177
"NZ_CP092424.2 plasmid",31,224738
"NZ_CP092425.2 plasmid",1,21117
"NZ_CP092426.2 plasmid",1,15922
"NZ_CP092432.1 plasmid",118,418401
"NZ_CP092433.1 plasmid",83,218015
"NZ_CP092434.1 plasmid",37,193236
"NZ_CP092435.1 plasmid",150,445874
"NZ_CP092437.1 plasmid",181,643909
"NZ_CP092438.1 plasmid",140,405132
"NZ_CP092440.1 plasmid",1,8564
"NZ_CP092443.1 plasmid",5,19479
"NZ_CP092444.1 plasmid",5,55957
"NZ_CP092448.1 plasmid",1,20754
"NZ_CP092450.1 plasmid",16,91489
"NZ_CP092451.1 plasmid",8,46799
"NZ_CP092453.1 plasmid",14,86914
"NZ_CP092455.1 plasmid",4,37296
"NZ_CP092456.1 plasmid",2,7232
"NZ_CP092457.1 plasmid",0,4275
"NZ_CP092459.1 plasmid",0,8828
"NZ_CP092467.1 plasmid",49,233864
"NZ_CP092468.1 plasmid",0,4187
"NZ_CP092472.1 plasmid",19,45114
"NZ_CP092479.1 plasmid",4,33938
"NZ_CP092482.1 plasmid",8,38989
"NZ_CP092486.1 plasmid",0,8731
"NZ_CP092494.1 plasmid",5,45886
"NZ_CP092495.1 plasmid",10,56984
"NZ_CP092496.1 plasmid",45,209894
"NZ_CP092502.1 plasmid",15,71116
"NZ_CP092503.1 plasmid",4,35348
"NZ_CP092504.1 plasmid",3,13968
"NZ_CP092505.1 plasmid",1,9036
"NZ_CP092506.1 plasmid",0,8624
"NZ_CP092507.1 plasmid",1,8520
"NZ_CP092508.1 plasmid",1,6858
"NZ_CP092509.1 plasmid",0,3495
"NZ_CP092511.1 plasmid",12,92361
"NZ_CP092513.1 plasmid",31,203351
"NZ_CP092514.1 plasmid",12,68175
"NZ_CP092515.1 plasmid",7,51479
"NZ_CP092516.1 plasmid",9,22211
"NZ_CP092517.1 plasmid",0,5748
"NZ_CP092518.1 plasmid",0,4655
"NZ_CP092520.1 plasmid",224,704842
"NZ_CP092521.1 plasmid",55,181744
"NZ_CP092522.1 plasmid",38,128183
"NZ_CP092523.1 plasmid",15,40685
"NZ_CP092524.1 plasmid",0,9413
"NZ_CP092525.1 plasmid",1,4104
"NZ_CP092537.1 plasmid",56,235474
"NZ_CP092539.1 plasmid",3,24653
"NZ_CP092541.1 plasmid",3,24653
"NZ_CP092543.1 plasmid",3,24653
"NZ_CP092545.1 plasmid",21,78567
"NZ_CP092546.1 plasmid",3,24653
"NZ_CP092548.1 plasmid",21,78566
"NZ_CP092549.1 plasmid",3,24653
"NZ_CP092551.1 plasmid",3,24653
"NZ_CP092553.1 plasmid",3,24653
"NZ_CP092555.1 plasmid",3,24653
"NZ_CP092557.1 plasmid",3,24653
"NZ_CP092559.1 plasmid",21,78566
"NZ_CP092560.1 plasmid",3,24653
"NZ_CP092562.1 plasmid",3,24653
"NZ_CP092564.1 plasmid",3,24653
"NZ_CP092566.1 plasmid",3,24653
"NZ_CP092568.1 plasmid",3,24652
"NZ_CP092570.1 plasmid",33,197066
"NZ_CP092571.1 plasmid",19,83629
"NZ_CP092572.1 plasmid",1,12429
"NZ_CP092573.1 plasmid",0,1979
"NZ_CP092575.1 plasmid",1,9331
"NZ_CP092577.1 plasmid",17,90885
"NZ_CP092578.1 plasmid",21,84898
"NZ_CP092579.1 plasmid",4,54685
"NZ_CP092580.1 plasmid",1,9329
"NZ_CP092582.1 plasmid",3,24653
"NZ_CP092590.1 plasmid",26,177059
"NZ_CP092591.1 plasmid",13,74647
"NZ_CP092592.1 plasmid",12,70104
"NZ_CP092593.1 plasmid",26,65919
"NZ_CP092594.1 plasmid",3,33565
"NZ_CP092595.1 plasmid",1,9294
"NZ_CP092596.1 plasmid",3,6925
"NZ_CP092628.1 plasmid",12,92361
"NZ_CP092633.1 plasmid",27,166327
"NZ_CP092636.1 plasmid",7,45279
"NZ_CP092637.1 plasmid",1,9294
"NZ_CP092638.1 plasmid",0,2155
"NZ_CP092640.1 plasmid",0,3367
"NZ_CP092642.1 plasmid",2,33038
"NZ_CP092645.1 plasmid",15,99284
"NZ_CP092646.1 plasmid",50,256955
"NZ_CP092649.1 plasmid",24,90810
"NZ_CP092650.1 plasmid",8,45048
"NZ_CP092651.1 plasmid",0,9730
"NZ_CP092653.1 plasmid",58,355489
"NZ_CP092654.1 plasmid",30,171047
"NZ_CP092655.1 plasmid",15,71683
"NZ_CP092658.1 plasmid",12,90944
"NZ_CP092659.1 plasmid",5,106706
"NZ_CP092661.1 plasmid",9,80556
"NZ_CP092662.1 plasmid",14,100013
"NZ_CP092665.1 plasmid",17,109384
"NZ_CP092667.1 plasmid",8,82993
"NZ_CP092668.1 plasmid",10,84061
"NZ_CP092669.1 plasmid",12,88750
"NZ_CP092670.1 plasmid",10,96233
"NZ_CP092671.1 plasmid",24,140032
"NZ_CP092674.1 plasmid",11,85479
"NZ_CP092675.1 plasmid",12,89746
"NZ_CP092677.1 plasmid",4,63090
"NZ_CP092679.1 plasmid",13,83121
"NZ_CP092680.1 plasmid",9,64981
"NZ_CP092684.1 plasmid",29,293418
"NZ_CP092685.1 plasmid",11,98516
"NZ_CP092686.1 plasmid",13,77175
"NZ_CP092687.1 plasmid",6,31093
"NZ_CP092688.1 plasmid",3,12981
"NZ_CP092691.1 plasmid",12,92357
"NZ_CP092718.1 plasmid",27,133346
"NZ_CP092719.1 plasmid",1,10061
"NZ_CP092735.1 plasmid",6,53388
"NZ_CP092737.1 plasmid",14,142315
"NZ_CP092738.1 plasmid",13,84077
"NZ_CP092740.1 plasmid",9,71951
"NZ_CP092742.1 plasmid",6,73983
"NZ_CP092744.1 plasmid",10,73333
"NZ_CP092745.1 plasmid",7,91282
"NZ_CP092746.1 plasmid",10,74595
"NZ_CP092747.1 plasmid",8,74147
"NZ_CP092754.1 plasmid",42,228673
"NZ_CP092755.1 plasmid",23,118840
"NZ_CP092756.1 plasmid",23,107781
"NZ_CP092757.1 plasmid",8,43386
"NZ_CP092758.1 plasmid",3,13636
"NZ_CP092760.1 plasmid",42,228671
"NZ_CP092761.1 plasmid",23,118949
"NZ_CP092762.1 plasmid",23,107781
"NZ_CP092763.1 plasmid",8,57741
"NZ_CP092764.1 plasmid",3,13636
"NZ_CP092766.1 plasmid",43,228809
"NZ_CP092767.1 plasmid",23,118949
"NZ_CP092768.1 plasmid",23,107781
"NZ_CP092769.1 plasmid",8,43380
"NZ_CP092770.1 plasmid",3,13636
"NZ_CP092785.1 plasmid",10,82739
"NZ_CP092787.1 plasmid",45,198615
"NZ_CP092788.1 plasmid",29,133775
"NZ_CP092789.1 plasmid",16,87095
"NZ_CP092790.1 plasmid",6,34012
"NZ_CP092791.1 plasmid",1,5596
"NZ_CP092792.1 plasmid",0,3305
"NZ_CP092794.1 plasmid",45,198615
"NZ_CP092795.1 plasmid",29,133775
"NZ_CP092796.1 plasmid",16,87095
"NZ_CP092797.1 plasmid",6,34012
"NZ_CP092798.1 plasmid",2,11970
"NZ_CP092799.1 plasmid",1,5596
"NZ_CP092800.1 plasmid",0,3305
"NZ_CP092826.1 plasmid",1,25884
"NZ_CP092834.1 plasmid",90,370292
"NZ_CP092835.1 plasmid",22,114800
"NZ_CP092836.1 plasmid",5,32860
"NZ_CP092837.1 plasmid",0,11021
"NZ_CP092838.1 plasmid",0,10719
"NZ_CP092842.1 plasmid",209,859431
"NZ_CP092849.1 plasmid",3,37085
"NZ_CP092850.1 plasmid",3,35592
"NZ_CP092854.1 plasmid",27,182005
"NZ_CP092858.1 plasmid",5,31876
"NZ_CP092859.1 plasmid",2,21482
"NZ_CP092862.1 plasmid",28,246756
"NZ_CP092894.1 plasmid",52,233332
"NZ_CP092895.1 plasmid",42,183666
"NZ_CP092902.1 plasmid",38,221757
"NZ_CP092903.1 plasmid",33,159322
"NZ_CP092904.1 plasmid",18,92904
"NZ_CP092905.1 plasmid",0,2927
"NZ_CP092908.1 plasmid",18,109589
"NZ_CP092909.1 plasmid",0,5107
"NZ_CP092910.1 plasmid",0,3011
"NZ_CP092912.1 plasmid",12,88258
"NZ_CP092913.1 plasmid",34,80314
"NZ_CP092914.1 plasmid",1,4628
"NZ_CP092919.1 plasmid",9,73393
"NZ_CP092920.1 plasmid",9,62612
"NZ_CP092921.1 plasmid",13,51306
"NZ_CP092922.1 plasmid",5,46237
"NZ_CP092924.1 plasmid",14,56569
"NZ_CP092925.1 plasmid",9,46781
"NZ_CP092969.1 plasmid",41,248224
"NZ_CP092970.1 plasmid",34,204886
"NZ_CP092974.1 plasmid",19,104665
"NZ_CP092975.1 plasmid",8,47360
"NZ_CP092976.1 plasmid",23,122037
"NZ_CP092977.1 plasmid",3,6200
"NZ_CP092978.1 plasmid",0,3684
"NZ_CP092979.1 plasmid",0,2959
"NZ_CP092980.1 plasmid",0,2444
"NZ_CP092984.1 plasmid",9,81332
"NZ_CP092986.1 plasmid",8,70292
"NZ_CP092987.1 plasmid",1,38575
"NZ_CP092988.1 plasmid",7,76132
"NZ_CP092989.1 plasmid",9,85419
"NZ_CP093017.1 plasmid",54,436805
"NZ_CP093029.1 plasmid",14,143021
"NZ_CP093048.1 plasmid",0,23069
"NZ_CP093049.1 plasmid",1,20835
"NZ_CP093050.1 plasmid",1,19927
"NZ_CP093051.1 plasmid",0,18169
"NZ_CP093052.1 plasmid",0,15710
"NZ_CP093069.1 plasmid",17,100606
"NZ_CP093070.1 plasmid",11,104757
"NZ_CP093071.1 plasmid",0,2617
"NZ_CP093152.1 plasmid",53,257343
"NZ_CP093153.1 plasmid",26,140105
"NZ_CP093155.1 plasmid",30,159417
"NZ_CP093156.1 plasmid",13,63489
"NZ_CP093166.1 plasmid",3,25527
"NZ_CP093167.1 plasmid",4,11811
"NZ_CP093168.1 plasmid",0,8662
"NZ_CP093169.1 plasmid",0,2241
"NZ_CP093171.1 plasmid",1,4671
"NZ_CP093172.1 plasmid",0,2324
"NZ_CP093174.1 plasmid",5,48107
"NZ_CP093175.1 plasmid",1,18220
"NZ_CP093176.1 plasmid",2,8533
"NZ_CP093177.1 plasmid",0,2585
"NZ_CP093178.1 plasmid",2,2473
"NZ_CP093180.1 plasmid",3,22886
"NZ_CP093182.1 plasmid",2,25240
"NZ_CP093183.1 plasmid",2,8870
"NZ_CP093184.1 plasmid",1,7957
"NZ_CP093186.1 plasmid",4,19944
"NZ_CP093187.1 plasmid",1,3784
"NZ_CP093189.1 plasmid",1,16851
"NZ_CP093190.1 plasmid",0,11435
"NZ_CP093191.1 plasmid",3,10412
"NZ_CP093192.1 plasmid",0,8834
"NZ_CP093194.1 plasmid",1,17957
"NZ_CP093195.1 plasmid",2,8468
"NZ_CP093197.1 plasmid",3,17766
"NZ_CP093199.1 plasmid",7,39051
"NZ_CP093200.1 plasmid",5,32759
"NZ_CP093201.1 plasmid",0,1264
"NZ_CP093203.1 plasmid",3,34484
"NZ_CP093204.1 plasmid",1,6585
"NZ_CP093206.1 plasmid",4,47376
"NZ_CP093207.1 plasmid",0,2241
"NZ_CP093209.1 plasmid",3,14923
"NZ_CP093211.1 plasmid",0,2242
"NZ_CP093213.1 plasmid",1,29560
"NZ_CP093214.1 plasmid",2,12464
"NZ_CP093223.1 plasmid",4,28920
"NZ_CP093224.1 plasmid",2,21979
"NZ_CP093225.1 plasmid",3,19553
"NZ_CP093227.1 plasmid",42,212822
"NZ_CP093228.1 plasmid",14,99719
"NZ_CP093229.1 plasmid",13,90339
"NZ_CP093230.1 plasmid",8,46161
"NZ_CP093231.1 plasmid",0,4693
"NZ_CP093232.1 plasmid",0,4087
"NZ_CP093233.1 plasmid",0,4073
"NZ_CP093234.1 plasmid",0,1071
"NZ_CP093240.1 plasmid",10,118621
"NZ_CP093241.1 plasmid",12,54584
"NZ_CP093243.1 plasmid",67,345391
"NZ_CP093244.1 plasmid",1,4509
"NZ_CP093246.1 plasmid",51,270632
"NZ_CP093247.1 plasmid",0,3260
"NZ_CP093248.1 plasmid",0,2624
"NZ_CP093250.1 plasmid",42,270793
"NZ_CP093251.1 plasmid",23,108166
"NZ_CP093252.1 plasmid",1,10213
"NZ_CP093253.1 plasmid",0,8725
"NZ_CP093254.1 plasmid",2,6554
"NZ_CP093256.1 plasmid",61,331804
"NZ_CP093257.1 plasmid",19,103329
"NZ_CP093258.1 plasmid",1,4840
"NZ_CP093259.1 plasmid",0,2616
"NZ_CP093261.1 plasmid",23,102837
"NZ_CP093262.1 plasmid",0,2683
"NZ_CP093263.1 plasmid",0,1220
"NZ_CP093272.1 plasmid",38,200578
"NZ_CP093273.1 plasmid",1,10123
"NZ_CP093277.1 plasmid",29,167204
"NZ_CP093278.1 plasmid",34,100650
"NZ_CP093279.1 plasmid",2,20796
"NZ_CP093284.1 plasmid",40,248308
"NZ_CP093285.1 plasmid",14,96949
"NZ_CP093286.1 plasmid",8,46158
"NZ_CP093287.1 plasmid",0,3684
"NZ_CP093288.1 plasmid",0,2640
"NZ_CP093292.1 plasmid",38,213359
"NZ_CP093293.1 plasmid",0,7058
"NZ_CP093325.1 plasmid",2040,5519593
"NZ_CP093327.1 plasmid",45,161452
"NZ_CP093329.1 plasmid",37,123458
"NZ_CP093330.1 plasmid",153,562130
"NZ_CP093338.1 plasmid",302,892686
"NZ_CP093339.1 plasmid",142,396096
"NZ_CP093359.1 plasmid",6,47445
"NZ_CP093360.1 plasmid",152,343860
"NZ_CP093363.1 plasmid",6,42663
"NZ_CP093364.1 plasmid",5,38616
"NZ_CP093367.1 plasmid",1,15159
"NZ_CP093374.1 plasmid",56,320713
"NZ_CP093375.1 plasmid",30,118144
"NZ_CP093377.1 plasmid",9,67194
"NZ_CP093381.1 plasmid",223,788074
"NZ_CP093382.1 plasmid",18,135851
"NZ_CP093383.1 plasmid",20,105077
"NZ_CP093385.1 plasmid",27,78932
"NZ_CP093387.1 plasmid",16,93849
"NZ_CP093388.1 plasmid",0,3910
"NZ_CP093389.1 plasmid",0,3176
"NZ_CP093393.1 plasmid",10,58608
"NZ_CP093401.1 plasmid",35,195315
"NZ_CP093404.1 plasmid",38,215451
"NZ_CP093406.1 plasmid",47,265849
"NZ_CP093408.1 plasmid",57,302777
"NZ_CP093409.1 plasmid",0,3373
"NZ_CP093410.1 plasmid",0,2228
"NZ_CP093412.1 plasmid",51,278374
"NZ_CP093414.1 plasmid",15,55958
"NZ_CP093415.1 plasmid",14,49492
"NZ_CP093416.1 plasmid",18,49443
"NZ_CP093417.1 plasmid",6,30305
"NZ_CP093418.1 plasmid",1,11236
"NZ_CP093419.1 plasmid",3,8277
"NZ_CP093420.1 plasmid",1,8084
"NZ_CP093421.1 plasmid",1,5773
"NZ_CP093444.1 plasmid",8,58054
"NZ_CP093452.1 plasmid",8,44806
"NZ_CP093453.1 plasmid",16,55584
"NZ_CP093454.1 plasmid",24,164595
"NZ_CP093455.1 plasmid",33,176026
"NZ_CP093456.1 plasmid",1,6673
"NZ_CP093457.1 plasmid",18,91772
"NZ_CP093459.1 plasmid",99,388130
"NZ_CP093460.1 plasmid",25,145622
"NZ_CP093461.1 plasmid",9,48523
"NZ_CP093462.1 plasmid",1,8444
"NZ_CP093463.1 plasmid",0,5988
"NZ_CP093464.1 plasmid",0,2045
"NZ_CP093466.1 plasmid",39,190540
"NZ_CP093467.1 plasmid",20,58125
"NZ_CP093468.1 plasmid",6,36230
"NZ_CP093469.1 plasmid",5,14283
"NZ_CP093470.1 plasmid",1,4546
"NZ_CP093472.1 plasmid",34,160137
"NZ_CP093473.1 plasmid",8,46161
"NZ_CP093474.1 plasmid",1,9391
"NZ_CP093475.1 plasmid",1,7218
"NZ_CP093477.1 plasmid",19,77813
"NZ_CP093478.1 plasmid",9,35376
"NZ_CP093479.1 plasmid",2,6871
"NZ_CP093480.1 plasmid",2,5584
"NZ_CP093482.1 plasmid",37,178685
"NZ_CP093483.1 plasmid",6,62617
"NZ_CP093484.1 plasmid",11,37145
"NZ_CP093485.1 plasmid",6,33224
"NZ_CP093487.1 plasmid",30,90276
"NZ_CP093488.1 plasmid",10,67142
"NZ_CP093490.1 plasmid",110,338797
"NZ_CP093491.1 plasmid",31,175202
"NZ_CP093492.1 plasmid",15,68131
"NZ_CP093493.1 plasmid",11,41608
"NZ_CP093494.1 plasmid",2,11818
"NZ_CP093496.1 plasmid",39,200019
"NZ_CP093497.1 plasmid",30,104727
